;purchdate;amount;mcc;mrchcity;mrchname;cnum;store_name;merchant_name;category_x;cnum_;categorycode;gender;age;married_;residenttype;category_y;description
25069611;2019-09-23 00:00:00;16.0;5814;SANKT-PETERBU;T1D81N;RFHHFS;Vendex;T1D81N;Fast Food;RFHHFS;50;M;27;not_married;R;50;Corporate customer employee/ payroll scheme
50479747;2019-12-06 00:00:00;17.0;5814;SANKT-PETERBU;T1D81N;ELYE4O;Vendex;T1D81N;Fast Food;ELYE4O;50;M;35;married;R;50;Corporate customer employee/ payroll scheme
28107681;2019-10-15 00:00:00;17.0;5814;SANKT-PETERBU;T1D81N;EL6PYR;Vendex;T1D81N;Fast Food;EL6PYR;50;M;30;married;R;50;Corporate customer employee/ payroll scheme
36292502;2019-10-06 00:00:00;282.14;5411;SANKT-PETERBU;6 KA7ZXT;2GCYYS;7 шагов;6 KA7ZXT;Supermarkets;2GCYYS;70;M;32;not_married;R;70;Regular retail banking customer
61490254;2019-10-28 00:00:00;293.5;5812;NOVOSIBIRSK;KTXO7 3XCW7D4O7;ELR7X1;Своя Компания;KTXO7 3XCW7D4O7;Restaurants;ELR7X1;50;F;20;not_married;R;50;Corporate customer employee/ payroll scheme
1837170;2019-11-19 00:00:00;25.0;5814;SANKT-PETERBU;T1D81N;THFXXX;Vendex;T1D81N;Fast Food;THFXXX;50;F;32;not_married;R;50;Corporate customer employee/ payroll scheme
29422996;2019-11-09 00:00:00;65.0;5814;SANKT-PETERBU;T1D81N;NMPRIJ;Vendex;T1D81N;Fast Food;NMPRIJ;50;F;47;not_married;R;50;Corporate customer employee/ payroll scheme
45476840;2019-10-17 00:00:00;7560.0;5331;SANKT-PETERBU;0XHKAX4 ZXKE4DO 8TXJ;EE92JO;Большой гостиный двор;0XHKAX4 ZXKE4DO 8TXJ;Supermarkets;EE92JO;50;F;54;not_married;R;50;Corporate customer employee/ payroll scheme
18215323;2019-09-19 00:00:00;310.0;5814;MOSKVA;IX9911 WX4DE;RRKQNR;Кофе Поинт;IX9911 WX4DE;Fast Food;RRKQNR;50;F;45;not_married;R;50;Corporate customer employee/ payroll scheme
49246451;2019-10-21 00:00:00;30.0;5814;SANKT-PETERBU;T1D81N;8EE9FC;Vendex;T1D81N;Fast Food;8EE9FC;50;M;30;not_married;N;50;Corporate customer employee/ payroll scheme
1500898;2019-10-29 00:00:00;530.0;5814;MOSKVA;IX9911 WX4DE;MQLRLM;Кофе Поинт;IX9911 WX4DE;Fast Food;MQLRLM;81;F;42;married;R;81;Affluent Banking payroll customer
13956053;2019-10-10 00:00:00;260.0;5814;MOSKVA;3AH10 D7KLKIADO4O;8EE9OR;Хлеб Насущный;3AH10 D7KLKIADO4O;Fast Food;8EE9OR;50;F;36;not_married;N;50;Corporate customer employee/ payroll scheme
2381402;2019-12-11 00:00:00;95.0;5814;MOSKVA;IX9911 WX4DE;EEUKDQ;Кофе Поинт;IX9911 WX4DE;Fast Food;EEUKDQ;50;F;29;not_married;R;50;Corporate customer employee/ payroll scheme
5342751;2019-11-29 00:00:00;45.0;5814;SANKT-PETERBU;T1D81N;7CGDCN;Vendex;T1D81N;Fast Food;7CGDCN;50;F;33;married;R;50;Corporate customer employee/ payroll scheme
34844745;2019-11-25 00:00:00;40.0;5814;SANKT-PETERBU;T1D81N;E4USA8;Vendex;T1D81N;Fast Food;E4USA8;50;M;32;not_married;R;50;Corporate customer employee/ payroll scheme
17011432;2019-11-27 00:00:00;30.0;5814;SANKT-PETERBU;T1D81N;EL1LY8;Vendex;T1D81N;Fast Food;EL1LY8;50;M;25;not_married;R;50;Corporate customer employee/ payroll scheme
43085021;2019-10-26 00:00:00;683.0;5812;NOVOSIBIRSK;KTXO7 3XCW7D4O7;ELIKS9;Своя Компания;KTXO7 3XCW7D4O7;Restaurants;ELIKS9;50;F;27;not_married;R;50;Corporate customer employee/ payroll scheme
4116058;2019-11-08 00:00:00;19.0;5814;SANKT-PETERBU;T1D81N;ELHDMZ;Vendex;T1D81N;Fast Food;ELHDMZ;50;M;33;married;R;50;Corporate customer employee/ payroll scheme
44171218;2019-09-29 00:00:00;19.0;5814;SANKT-PETERBU;T1D81N;THDDNH;Vendex;T1D81N;Fast Food;THDDNH;50;M;32;married;R;50;Corporate customer employee/ payroll scheme
3461702;2019-09-29 00:00:00;29.0;5331;SANKT-PETERBU;0XHKAX4 ZXKE4DO 8TXJ;2OXFFN;Большой гостиный двор;0XHKAX4 ZXKE4DO 8TXJ;Supermarkets;2OXFFN;50;F;31;not_married;R;50;Corporate customer employee/ payroll scheme
4655459;2019-10-25 00:00:00;150.0;5814;MOSKVA;IX9911 WX4DE;1SXHGG;Кофе Поинт;IX9911 WX4DE;Fast Food;1SXHGG;50;F;31;not_married;R;50;Corporate customer employee/ payroll scheme
62383038;2019-12-09 00:00:00;22.0;5814;SANKT-PETERBU;T1D81N;6XSSXX;Vendex;T1D81N;Fast Food;6XSSXX;50;M;39;not_married;R;50;Corporate customer employee/ payroll scheme
28673590;2019-10-07 00:00:00;325.0;5812;UFA;KTXO7 3XCW7D4O7;ELH2ZE;Своя Компания;KTXO7 3XCW7D4O7;Restaurants;ELH2ZE;50;M;31;not_married;R;50;Corporate customer employee/ payroll scheme
41783698;2019-11-29 00:00:00;20.0;5814;SANKT-PETERBU;T1D81N;6DHNGG;Vendex;T1D81N;Fast Food;6DHNGG;50;F;34;married;R;50;Corporate customer employee/ payroll scheme
26160446;2019-10-19 00:00:00;1800.0;5812;MOSCOW;J1KEXJ7D KOJXT7JDO7;QGFSHO;Сыроварня;J1KEXJ7D KOJXT7JDO7;Restaurants;QGFSHO;70;F;41;married;R;70;Regular retail banking customer
19090256;2019-10-03 00:00:00;455.0;5812;EKATERINBURG;KTXO7 3XCW7D4O7;ICDSDN;Своя Компания;KTXO7 3XCW7D4O7;Restaurants;ICDSDN;50;F;33;not_married;R;50;Corporate customer employee/ payroll scheme
21809188;2019-11-26 00:00:00;525.0;5814;MOSKVA;3AH10 D7KLKIADO4O;1NFCSH;Хлеб Насущный;3AH10 D7KLKIADO4O;Fast Food;1NFCSH;70;F;33;married;R;70;Regular retail banking customer
22049016;2019-11-22 00:00:00;500.0;5814;MOSKVA;3AH10 D7KLKIADO4O;E4VXU5;Хлеб Насущный;3AH10 D7KLKIADO4O;Fast Food;E4VXU5;50;F;25;not_married;R;50;Corporate customer employee/ payroll scheme
11307490;2019-12-02 00:00:00;45.0;5814;SANKT-PETERBU;T1D81N;ELRBVX;Vendex;T1D81N;Fast Food;ELRBVX;50;F;32;not_married;R;50;Corporate customer employee/ payroll scheme
43467466;2019-12-14 00:00:00;462.0;5331;SANKT-PETERBU;0XHKAX4 ZXKE4DO 8TXJ;JLPMQQ;Большой гостиный двор;0XHKAX4 ZXKE4DO 8TXJ;Supermarkets;JLPMQQ;84;F;59;married;R;84;Premium Direct Regular Customer
50498055;2019-10-11 00:00:00;19.0;5814;SANKT-PETERBU;T1D81N;EL5NJB;Vendex;T1D81N;Fast Food;EL5NJB;50;M;26;not_married;R;50;Corporate customer employee/ payroll scheme
39009651;2019-12-06 00:00:00;30.0;5814;SANKT-PETERBU;T1D81N;EDHDGG;Vendex;T1D81N;Fast Food;EDHDGG;50;M;43;married;R;50;Corporate customer employee/ payroll scheme
65425715;2019-10-21 00:00:00;115.0;5814;MOSKVA;IX9911 WX4DE;TTPQNR;Кофе Поинт;IX9911 WX4DE;Fast Food;TTPQNR;50;M;39;married;R;50;Corporate customer employee/ payroll scheme
40019645;2019-09-25 00:00:00;150.0;5812;EKATERINBURG;KTXO7 3XCW7D4O7;IQPMPK;Своя Компания;KTXO7 3XCW7D4O7;Restaurants;IQPMPK;50;F;37;married;R;50;Corporate customer employee/ payroll scheme
2914315;2019-11-18 00:00:00;276.0;5814;MOSKVA - 45-2;IX991 WX4DE;ZCDDDO;Кофе Поинт;IX991 WX4DE;Fast Food;ZCDDDO;85;F;38;married;R;85;Premium Direct Payroll Customer
24245262;2019-10-30 00:00:00;140.0;5814;MOSKVA;IX9911 WX4DE;ELGUHZ;Кофе Поинт;IX9911 WX4DE;Fast Food;ELGUHZ;50;F;33;not_married;R;50;Corporate customer employee/ payroll scheme
43794898;2019-09-18 00:00:00;50.0;5814;SANKT-PETERBU;T1D81N;7HYXXF;Vendex;T1D81N;Fast Food;7HYXXF;50;M;36;married;R;50;Corporate customer employee/ payroll scheme
35811477;2019-11-29 00:00:00;22.0;5814;SANKT-PETERBU;T1D81N;ELHNO8;Vendex;T1D81N;Fast Food;ELHNO8;50;M;32;not_married;R;50;Corporate customer employee/ payroll scheme
30062672;2019-12-11 00:00:00;40.0;5814;SANKT-PETERBU;T1D81N;EE0V17;Vendex;T1D81N;Fast Food;EE0V17;50;F;33;not_married;R;50;Corporate customer employee/ payroll scheme
54360060;2019-11-05 00:00:00;20.0;5814;SANKT-PETERBU;T1D81N;E4YQHQ;Vendex;T1D81N;Fast Food;E4YQHQ;50;M;30;married;R;50;Corporate customer employee/ payroll scheme
49676615;2019-12-01 00:00:00;45.0;5814;SANKT-PETERBU;T1D81N;8ELH79;Vendex;T1D81N;Fast Food;8ELH79;50;M;34;not_married;N;50;Corporate customer employee/ payroll scheme
6271195;2019-10-15 00:00:00;200.0;5814;MOSCOW;L8I;EL9GV7;Upside Down Cake;L8I;Fast Food;EL9GV7;85;M;49;not_married;R;85;Premium Direct Payroll Customer
55367268;2019-10-01 00:00:00;22.0;5814;SANKT-PETERBU;T1D81N;ELHNAR;Vendex;T1D81N;Fast Food;ELHNAR;50;M;37;married;R;50;Corporate customer employee/ payroll scheme
2620690;2019-11-25 00:00:00;105.0;5814;MOSKVA;IX991 WX4DE;E4UMIU;Кофе Поинт;IX991 WX4DE;Fast Food;E4UMIU;81;F;36;not_married;R;81;Affluent Banking payroll customer
36279566;2019-09-26 00:00:00;40.0;5814;SANKT-PETERBU;T1D81N;ELHS90;Vendex;T1D81N;Fast Food;ELHS90;50;M;36;not_married;R;50;Corporate customer employee/ payroll scheme
14735672;2019-12-12 00:00:00;45.0;5814;SANKT-PETERBU;T1D81N;EEA5R6;Vendex;T1D81N;Fast Food;EEA5R6;85;F;47;married;R;85;Premium Direct Payroll Customer
11353784;2019-11-28 00:00:00;49.0;5814;SANKT-PETERBU;T1D81N;AFHYSC;Vendex;T1D81N;Fast Food;AFHYSC;50;M;33;married;R;50;Corporate customer employee/ payroll scheme
33781156;2019-11-27 00:00:00;16.0;5814;SANKT-PETERBU;T1D81N;EYNHDY;Vendex;T1D81N;Fast Food;EYNHDY;50;M;39;married;R;50;Corporate customer employee/ payroll scheme
1464134;2019-12-09 00:00:00;1550.0;5812;MOSCOW;"3791-W4221J47 ""73781C4";EEVHR7;Академия;"3791-W4221J47 ""73781C4";Restaurants;EEVHR7;50;F;29;not_married;R;50;Corporate customer employee/ payroll scheme
34270799;2019-11-28 00:00:00;45.0;5814;SANKT-PETERBU;T1D81N;ELSHZN;Vendex;T1D81N;Fast Food;ELSHZN;50;M;30;married;R;50;Corporate customer employee/ payroll scheme
9335337;2019-12-10 00:00:00;55.0;5814;SANKT-PETERBU;T1D81N;ELHS4K;Vendex;T1D81N;Fast Food;ELHS4K;50;F;35;not_married;R;50;Corporate customer employee/ payroll scheme
20425098;2019-11-25 00:00:00;1503.0;5812;MOSCOW;3791-W4II1J4O7 73781C4;ELLSPQ;Академия;3791-W4II1J4O7 73781C4;Restaurants;ELLSPQ;50;F;31;not_married;R;50;Corporate customer employee/ payroll scheme
50467486;2019-10-04 00:00:00;30.0;5814;SANKT-PETERBU;T1D81N;KJRQKM;Vendex;T1D81N;Fast Food;KJRQKM;50;M;42;not_married;R;50;Corporate customer employee/ payroll scheme
24165528;2019-11-14 00:00:00;5.0;5814;SANKT-PETERBU;T1D81N;EL4KP5;Vendex;T1D81N;Fast Food;EL4KP5;50;M;29;not_married;R;50;Corporate customer employee/ payroll scheme
46148437;2019-10-30 00:00:00;30.0;5331;SANKT-PETERBU;0XHKAX4 ZXKE4DO 8TXJ;KSFGYO;Большой гостиный двор;0XHKAX4 ZXKE4DO 8TXJ;Supermarkets;KSFGYO;50;M;28;not_married;R;50;Corporate customer employee/ payroll scheme
52812729;2019-09-27 00:00:00;53.0;5814;SANKT-PETERBU;T1D81N;8ELDDG;Vendex;T1D81N;Fast Food;8ELDDG;50;M;25;not_married;N;50;Corporate customer employee/ payroll scheme
17772471;2019-10-30 00:00:00;30.0;5814;SANKT-PETERBU;T1D81N;KLKKQI;Vendex;T1D81N;Fast Food;KLKKQI;50;M;37;married;R;50;Corporate customer employee/ payroll scheme
29735807;2019-11-11 00:00:00;40.0;5814;SANKT-PETERBU;T1D81N;NJLPRT;Vendex;T1D81N;Fast Food;NJLPRT;81;M;48;married;R;81;Affluent Banking payroll customer
45302945;2019-12-09 00:00:00;1220.0;5814;MOSCOW;L8I;ELAMCL;Upside Down Cake;L8I;Fast Food;ELAMCL;70;M;38;not_married;R;70;Regular retail banking customer
68099403;2019-12-14 00:00:00;1970.0;5814;MOSCOW;L8I;ELZCPN;Upside Down Cake;L8I;Fast Food;ELZCPN;70;M;49;not_married;R;70;Regular retail banking customer
12146085;2019-11-25 00:00:00;210.0;5814;MOSKVA;IX991 WX4DE;EEK8UC;Кофе Поинт;IX991 WX4DE;Fast Food;EEK8UC;50;M;40;married;R;50;Corporate customer employee/ payroll scheme
43718974;2019-10-05 00:00:00;610.0;5814;MOSCOW;L8I;E4D4Q2;Upside Down Cake;L8I;Fast Food;E4D4Q2;50;F;23;not_married;R;50;Corporate customer employee/ payroll scheme
17691608;2019-11-15 00:00:00;287.0;5814;MOSKVA;3AH10 D7KLKIADO4O;8SDOFO;Хлеб Насущный;3AH10 D7KLKIADO4O;Fast Food;8SDOFO;81;M;43;married;R;81;Affluent Banking payroll customer
4694042;2019-10-15 00:00:00;40.0;5814;SANKT-PETERBU;T1D81N;8E4CD0;Vendex;T1D81N;Fast Food;8E4CD0;81;M;35;not_married;N;81;Affluent Banking payroll customer
21696120;2019-10-27 00:00:00;569.0;5411;SANKT-PETERBU;KLW1JC7J31E H1D8;E4675C;Супермаркет Ленд;KLW1JC7J31E H1D8;Supermarkets;E4675C;80;M;29;not_married;R;80;Affluent Banking regular customer
55808677;2019-10-02 00:00:00;50.0;5814;SANKT-PETERBU;T1D81N;ELI59B;Vendex;T1D81N;Fast Food;ELI59B;50;F;23;not_married;R;50;Corporate customer employee/ payroll scheme
46499778;2019-12-06 00:00:00;40.0;5814;SANKT-PETERBU;T1D81N;ELHDKG;Vendex;T1D81N;Fast Food;ELHDKG;50;M;35;married;R;50;Corporate customer employee/ payroll scheme
33885273;2019-10-11 00:00:00;4320.0;5812;MOSCOW;J-D KOJXT7JDO7;MQLRIJ;Сыроварня;J-D KOJXT7JDO7;Restaurants;MQLRIJ;85;M;36;not_married;R;85;Premium Direct Payroll Customer
45044401;2019-10-29 00:00:00;325.0;5814;MOSKVA;IX9911 WX4DE;7FOGHN;Кофе Поинт;IX9911 WX4DE;Fast Food;7FOGHN;81;M;35;not_married;R;81;Affluent Banking payroll customer
57801818;2019-10-15 00:00:00;132.0;5411;SANKT-PETERBU;KLW1JC7J31E H1D8;EL70QM;Супермаркет Ленд;KLW1JC7J31E H1D8;Supermarkets;EL70QM;50;M;26;not_married;R;50;Corporate customer employee/ payroll scheme
32272991;2019-10-04 00:00:00;20.0;5814;GATCHINA;T1D81N;ENSOYO;Vendex;T1D81N;Fast Food;ENSOYO;50;M;48;married;R;50;Corporate customer employee/ payroll scheme
62704574;2019-11-04 00:00:00;419.47;5411;SANKT-PETERBU;6 KA7ZXT;ELS04U;7 шагов;6 KA7ZXT;Supermarkets;ELS04U;70;M;58;not_married;R;70;Regular retail banking customer
23302166;2019-11-13 00:00:00;40.0;5814;JANINO-PERVOE;T1D81N;PFGGGN;Vendex;T1D81N;Fast Food;PFGGGN;50;M;35;married;R;50;Corporate customer employee/ payroll scheme
4017295;2019-12-11 00:00:00;40.0;5814;SANKT-PETERBU;T1D81N;KGSYGN;Vendex;T1D81N;Fast Food;KGSYGN;50;M;33;married;R;50;Corporate customer employee/ payroll scheme
62706078;2019-11-22 00:00:00;37.0;5814;SANKT-PETERBU;T1D81N;EEQE6R;Vendex;T1D81N;Fast Food;EEQE6R;81;F;48;married;R;81;Affluent Banking payroll customer
37820108;2019-09-16 00:00:00;59.97;5411;SANKT-PETERBU;6 KA7ZXT;EERNNT;7 шагов;6 KA7ZXT;Supermarkets;EERNNT;50;M;33;married;R;50;Corporate customer employee/ payroll scheme
44682199;2019-11-15 00:00:00;20.0;5814;SANKT-PETERBU;T1D81N;BGXDCG;Vendex;T1D81N;Fast Food;BGXDCG;50;F;37;not_married;R;50;Corporate customer employee/ payroll scheme
7539330;2019-10-01 00:00:00;40.0;5814;SANKT-PETERBU;T1D81N;ELHDZM;Vendex;T1D81N;Fast Food;ELHDZM;50;M;33;not_married;R;50;Corporate customer employee/ payroll scheme
34292936;2019-12-02 00:00:00;19.0;5814;SANKT-PETERBU;T1D81N;ELJ1S6;Vendex;T1D81N;Fast Food;ELJ1S6;50;M;30;not_married;R;50;Corporate customer employee/ payroll scheme
53415091;2019-12-13 00:00:00;23.0;5814;KOMMUNAR;T1D81N;ELH0NL;Vendex;T1D81N;Fast Food;ELH0NL;50;M;36;not_married;R;50;Corporate customer employee/ payroll scheme
33781102;2019-10-11 00:00:00;19.0;5814;SANKT-PETERBU;T1D81N;EYNHDY;Vendex;T1D81N;Fast Food;EYNHDY;50;M;39;married;R;50;Corporate customer employee/ payroll scheme
8743526;2019-11-20 00:00:00;70.0;5814;MOSKVA;IX9911 WX4DE;LMNQIJ;Кофе Поинт;IX9911 WX4DE;Fast Food;LMNQIJ;81;M;43;married;R;81;Affluent Banking payroll customer
62746684;2019-12-06 00:00:00;25.0;5814;SANKT-PETERBU;T1D81N;ELVKCA;Vendex;T1D81N;Fast Food;ELVKCA;50;M;37;not_married;R;50;Corporate customer employee/ payroll scheme
43588894;2019-11-06 00:00:00;20.0;5814;SANKT-PETERBU;T1D81N;ELSOFU;Vendex;T1D81N;Fast Food;ELSOFU;50;M;36;not_married;R;50;Corporate customer employee/ payroll scheme
55813961;2019-09-28 00:00:00;1672.97;5411;SANKT-PETERBU;KLW1JC7J31E H1D8;LKRPII;Супермаркет Ленд;KLW1JC7J31E H1D8;Supermarkets;LKRPII;50;F;58;not_married;R;50;Corporate customer employee/ payroll scheme
5714647;2019-11-22 00:00:00;150.0;5814;MOSKVA;IX9911 WX4DE;EL0GRD;Кофе Поинт;IX9911 WX4DE;Fast Food;EL0GRD;50;M;33;married;R;50;Corporate customer employee/ payroll scheme
52044921;2019-11-27 00:00:00;40.0;5814;SANKT-PETERBU;T1D81N;EGDNNC;Vendex;T1D81N;Fast Food;EGDNNC;50;M;45;married;R;50;Corporate customer employee/ payroll scheme
43365289;2019-12-14 00:00:00;23.0;5814;SANKT-PETERBU;T1D81N;ELSHJC;Vendex;T1D81N;Fast Food;ELSHJC;50;M;33;married;R;50;Corporate customer employee/ payroll scheme
41946977;2019-11-22 00:00:00;45.0;5814;SANKT-PETERBU;T1D81N;THDDCO;Vendex;T1D81N;Fast Food;THDDCO;50;M;35;married;R;50;Corporate customer employee/ payroll scheme
14325347;2019-11-12 00:00:00;28.0;5814;SANKT-PETERBU;T1D81N;ELFJSM;Vendex;T1D81N;Fast Food;ELFJSM;50;F;33;married;R;50;Corporate customer employee/ payroll scheme
55602459;2019-12-03 00:00:00;33.0;5814;SANKT-PETERBU;T1D81N;EL8NSH;Vendex;T1D81N;Fast Food;EL8NSH;50;F;30;not_married;R;50;Corporate customer employee/ payroll scheme
50678307;2019-11-30 00:00:00;55.0;5814;SANKT-PETERBU;T1D81N;ELCABN;Vendex;T1D81N;Fast Food;ELCABN;70;M;22;not_married;R;70;Regular retail banking customer
46485202;2019-12-01 00:00:00;50.0;5814;SANKT-PETERBU;T1D81N;6DSYNO;Vendex;T1D81N;Fast Food;6DSYNO;50;M;36;married;R;50;Corporate customer employee/ payroll scheme
23755909;2019-10-23 00:00:00;22.0;5814;SANKT-PETERBU;T1D81N;ELHS95;Vendex;T1D81N;Fast Food;ELHS95;50;M;37;not_married;R;50;Corporate customer employee/ payroll scheme
9789854;2019-12-06 00:00:00;115.0;5814;MOSKVA;IX9911 WX4DE;ELUEV6;Кофе Поинт;IX9911 WX4DE;Fast Food;ELUEV6;50;F;34;not_married;R;50;Corporate customer employee/ payroll scheme
52235778;2019-09-20 00:00:00;68.0;5814;SANKT-PETERBU;T1D81N;KSHDHO;Vendex;T1D81N;Fast Food;KSHDHO;50;M;34;not_married;R;50;Corporate customer employee/ payroll scheme
37838988;2019-12-05 00:00:00;40.0;5814;SANKT-PETERBU;T1D81N;AFODHF;Vendex;T1D81N;Fast Food;AFODHF;50;M;36;married;R;50;Corporate customer employee/ payroll scheme
35266331;2019-11-23 00:00:00;35.0;5814;SANKT-PETERBU;T1D81N;LDHFNH;Vendex;T1D81N;Fast Food;LDHFNH;50;M;38;married;R;50;Corporate customer employee/ payroll scheme
25283326;2019-12-11 00:00:00;24.0;5814;SANKT-PETERBU;T1D81N;ELSHZ5;Vendex;T1D81N;Fast Food;ELSHZ5;70;M;39;not_married;R;70;Regular retail banking customer
3453251;2019-12-06 00:00:00;104.0;5814;MOSKVA - 45-2;IX991 WX4DE;LQMQMR;Кофе Поинт;IX991 WX4DE;Fast Food;LQMQMR;81;F;37;married;R;81;Affluent Banking payroll customer
39608283;2019-09-17 00:00:00;40.0;5331;SANKT-PETERBU;0XHKAX4 ZXKE4DO 8TXJ;EE5HNH;Большой гостиный двор;0XHKAX4 ZXKE4DO 8TXJ;Supermarkets;EE5HNH;50;M;47;not_married;R;50;Corporate customer employee/ payroll scheme
68026255;2019-10-27 00:00:00;79.66;5411;SANKT-PETERBU;6 KA7ZXT;MOCYOH;7 шагов;6 KA7ZXT;Supermarkets;MOCYOH;50;M;50;not_married;R;50;Corporate customer employee/ payroll scheme
8569984;2019-10-08 00:00:00;730.39;5411;SANKT-PETERBU;6 KA7ZXT;ESFCHC;7 шагов;6 KA7ZXT;Supermarkets;ESFCHC;50;F;43;not_married;R;50;Corporate customer employee/ payroll scheme
29979157;2019-10-21 00:00:00;50.0;5814;SANKT-PETERBU;T1D81N;E4YEIO;Vendex;T1D81N;Fast Food;E4YEIO;50;M;25;not_married;R;50;Corporate customer employee/ payroll scheme
17571311;2019-10-08 00:00:00;49.0;5814;SANKT-PETERBU;T1D81N;4SONGD;Vendex;T1D81N;Fast Food;4SONGD;50;M;32;not_married;R;50;Corporate customer employee/ payroll scheme
63755990;2019-11-29 00:00:00;60.0;5814;SANKT-PETERBU;T1D81N;E4VGAV;Vendex;T1D81N;Fast Food;E4VGAV;50;M;27;not_married;R;50;Corporate customer employee/ payroll scheme
39734980;2019-12-03 00:00:00;516.0;5812;EKATERINBURG;KTXO7 3XCW7D4O7;ELO2F8;Своя Компания;KTXO7 3XCW7D4O7;Restaurants;ELO2F8;70;M;52;not_married;R;70;Regular retail banking customer
62711558;2019-11-25 00:00:00;75.0;5814;SANKT-PETERBU;T1D81N;ELH4YS;Vendex;T1D81N;Fast Food;ELH4YS;50;M;30;not_married;R;50;Corporate customer employee/ payroll scheme
29192663;2019-10-18 00:00:00;22.0;5814;GATCHINA;T1D81N;RMPNIJ;Vendex;T1D81N;Fast Food;RMPNIJ;50;M;52;married;R;50;Corporate customer employee/ payroll scheme
62817269;2019-09-27 00:00:00;3396.36;5411;MOSCOW;C1EJX KEXJ1 MQMP;E4LQ64;Метро Стор 1318;C1EJX KEXJ1 MQMP;Supermarkets;E4LQ64;50;F;50;married;R;50;Corporate customer employee/ payroll scheme
39364574;2019-11-07 00:00:00;1405.0;5812;CHELYABINSK;KTXO7 3XCW7D4O7;EL2DA1;Своя Компания;KTXO7 3XCW7D4O7;Restaurants;EL2DA1;50;F;40;married;R;50;Corporate customer employee/ payroll scheme
35101690;2019-10-04 00:00:00;49.0;5814;SANKT-PETERBU;T1D81N;E44SPB;Vendex;T1D81N;Fast Food;E44SPB;50;M;40;married;R;50;Corporate customer employee/ payroll scheme
69410721;2019-11-07 00:00:00;52.0;5814;KOMMUNAR;T1D81N;ELFBAD;Vendex;T1D81N;Fast Food;ELFBAD;50;M;36;not_married;R;50;Corporate customer employee/ payroll scheme
54361336;2019-11-14 00:00:00;22.0;5814;SANKT-PETERBU;T1D81N;ELY6VI;Vendex;T1D81N;Fast Food;ELY6VI;50;M;23;not_married;R;50;Corporate customer employee/ payroll scheme
20670789;2019-09-27 00:00:00;49.0;5814;SANKT-PETERBU;T1D81N;E4OUOJ;Vendex;T1D81N;Fast Food;E4OUOJ;50;M;28;not_married;R;50;Corporate customer employee/ payroll scheme
59602762;2019-11-21 00:00:00;50.0;5814;SANKT-PETERBU;T1D81N;ELGNA5;Vendex;T1D81N;Fast Food;ELGNA5;50;M;32;married;R;50;Corporate customer employee/ payroll scheme
545621;2019-12-14 00:00:00;3453.23;5411;NIZH NOVGOROD;C1EJX KEXJ1 MVBM;ELZ87Q;Метро Стор 1021;C1EJX KEXJ1 MVBM;Supermarkets;ELZ87Q;70;F;41;not_married;R;70;Regular retail banking customer
20889555;2019-11-08 00:00:00;405.0;5814;MOSKVA;IX9911 WX4DE;ELDUD1;Кофе Поинт;IX9911 WX4DE;Fast Food;ELDUD1;50;F;29;not_married;R;50;Corporate customer employee/ payroll scheme
54362562;2019-11-26 00:00:00;40.0;5814;SANKT-PETERBU;T1D81N;0NOFCN;Vendex;T1D81N;Fast Food;0NOFCN;50;M;28;married;R;50;Corporate customer employee/ payroll scheme
25009160;2019-10-09 00:00:00;20.0;5814;SANKT-PETERBU;T1D81N;2NXNXD;Vendex;T1D81N;Fast Food;2NXNXD;50;M;38;married;R;50;Corporate customer employee/ payroll scheme
64726023;2019-11-01 00:00:00;530.0;5814;MOSKVA;AH10 D7KLKIADO4;EL5ZVU;Хлеб Насущный;AH10 D7KLKIADO4;Fast Food;EL5ZVU;50;F;55;not_married;R;50;Corporate customer employee/ payroll scheme
28243015;2019-10-23 00:00:00;448.0;5812;EKATERINBURG;KTXO7 3XCW7D4O7;RKTIRI;Своя Компания;KTXO7 3XCW7D4O7;Restaurants;RKTIRI;50;M;37;not_married;R;50;Corporate customer employee/ payroll scheme
32116712;2019-12-18 00:00:00;25.0;5814;SANKT-PETERBU;T1D81N;ELQGA6;Vendex;T1D81N;Fast Food;ELQGA6;70;M;29;not_married;R;70;Regular retail banking customer
11805746;2019-10-21 00:00:00;16.0;5814;SANKT-PETERBU;T1D81N;ELOLIM;Vendex;T1D81N;Fast Food;ELOLIM;50;M;38;not_married;R;50;Corporate customer employee/ payroll scheme
44670218;2019-09-19 00:00:00;280.0;5814;MOSKVA;IX991 WX4DE;PMPTQL;Кофе Поинт;IX991 WX4DE;Fast Food;PMPTQL;85;M;37;not_married;R;85;Premium Direct Payroll Customer
43349291;2019-10-21 00:00:00;28.0;5814;SANKT-PETERBU;T1D81N;BCYONN;Vendex;T1D81N;Fast Food;BCYONN;50;M;33;married;R;50;Corporate customer employee/ payroll scheme
6189443;2019-11-07 00:00:00;35.0;5814;SANKT-PETERBU;T1D81N;JXFHHN;Vendex;T1D81N;Fast Food;JXFHHN;50;M;37;not_married;R;50;Corporate customer employee/ payroll scheme
25344671;2019-10-09 00:00:00;19.0;5814;GATCHINA;T1D81N;ELSHIK;Vendex;T1D81N;Fast Food;ELSHIK;50;M;39;not_married;R;50;Corporate customer employee/ payroll scheme
69902442;2019-10-09 00:00:00;45.0;5814;SANKT-PETERBU;T1D81N;E4DIGK;Vendex;T1D81N;Fast Food;E4DIGK;50;M;61;not_married;R;50;Corporate customer employee/ payroll scheme
